record_id,date,crop_type,soil_type,area_sqm,current_moisture_pct,temperature_c,humidity_pct,rainfall_mm,wind_speed_kmh,days_since_last_irrigation,evapotranspiration_mm_day,crop_coefficient_kc,predicted_moisture_24h_pct,recommended_water_mm,irrigation_required,urgency,confidence,next_irrigation_hours,weather_condition,target_moisture_pct,water_saved_vs_fixed_ml
6051,2025-06-16,Rice,Sandy Loam,19069.65,84.42,31.22,62.1,0,2.99,2.9,0.55,1.02,81,0,0,low,0.78,72,Overcast,75,539.86
6052,2025-06-16,Cotton,Clay,12510.24,22.06,30.48,36.42,0,24.95,6.32,0.8,0.87,14.83,24.14,1,critical,0.75,0,Sunny,45,105.71
6053,2025-06-16,Cotton,Loamy,7624.09,38.79,35.83,52.46,0,21.57,0.88,0.83,0.85,36.11,7.11,0,low,0.73,72,Partly Cloudy,45,102.01
6054,2025-06-16,Cotton,Clay Loam,18461.38,23.13,32.54,70.49,0,12.45,5.92,0.5,0.99,17.64,21.89,1,high,0.84,0,Clear,45,141.41
6055,2025-06-17,Wheat,Loamy,19331.13,60.18,24.31,38.74,0,19.68,5.18,0.56,0.7,55.01,0,0,low,0.74,72,Overcast,50,402.67
6056,2025-06-17,Wheat,Clay,8177.03,46.48,34.46,43.33,5.23,13.18,2.31,0.9,0.91,43.48,5.22,0,low,0.74,72,Light Rain,50,157.41
6057,2025-06-17,Wheat,Sandy Loam,18441.73,32.67,30.35,69.19,0,16.2,0.73,0.5,0.9,31.52,14.78,0,medium,0.78,72,Partly Cloudy,50,117.29
6058,2025-06-17,Wheat,Sandy Loam,14927.13,37.46,35.46,81.94,0,18.53,3.72,0.5,0.97,33.96,12.83,0,medium,0.77,72,Clear,50,153.9
6059,2025-06-17,Wheat,Loamy,9603.28,51.54,24.82,88.46,0,19.53,5.33,0.5,0.9,47.56,1.95,0,low,0.7,72,Partly Cloudy,50,213.96
6060,2025-06-17,Wheat,Loamy,5600.13,39.94,28.66,49.97,0,14.21,9.06,0.6,0.97,31.31,14.95,0,medium,0.85,72,Overcast,50,58.86
6061,2025-06-17,Tomato,Clay,1558.48,72.16,35.19,84.44,3.04,24.51,5.89,0.5,0.9,67.86,0,0,low,0.71,72,Light Rain,65,25.48
6062,2025-06-17,Tomato,Peat Mix,8899.45,38.06,27.28,35.65,0,13.29,5.47,0.68,0.99,31.7,26.64,1,high,0.76,0,Partly Cloudy,65,82.94
6063,2025-06-17,Tomato,Clay,1223.95,26.66,23.74,61.16,7.51,20.83,0.21,0.5,1.05,27.7,29.84,1,high,0.78,0,Light Rain,65,12.78
6064,2025-06-17,Corn,Clay Loam,9458.6,30.39,24.92,41.1,6.48,2.13,3.18,0.56,0.98,28.08,21.54,1,high,0.81,0,Light Rain,55,71.32
6065,2025-06-17,Corn,Sandy,10198.78,62.96,30.88,53.79,0,8.8,2.94,0.63,0.89,59.28,0,0,low,0.79,72,Partly Cloudy,55,244.36
6066,2025-06-17,Corn,Peat Mix,11849.53,48.64,32.66,85.03,6.52,17.55,7.07,0.5,0.87,44.44,8.45,0,low,0.74,72,Light Rain,55,156.06
6067,2025-06-17,Corn,Sandy,16218.26,61.08,28.93,71.5,0,4.67,1.41,0.5,0.9,59.53,0,0,low,0.84,72,Partly Cloudy,55,419.08
6068,2025-06-17,Potato,Sandy Loam,6504.49,32.88,31.42,82.03,0,9.8,9.57,0.5,0.84,25.06,31.95,1,critical,0.73,0,Partly Cloudy,65,72.72
6069,2025-06-17,Potato,Clay,1991.58,36.11,27.74,81.26,1.07,12.25,0.63,0.5,0.93,35.76,23.39,1,high,0.78,0,Light Rain,65,16.31
6070,2025-06-17,Potato,Sandy Loam,17395.84,66.69,32.89,55.46,19.19,23.77,3.13,0.68,0.85,67.56,0,0,low,0.8,72,Heavy Rain,65,337.13
6071,2025-06-17,Potato,Peat Mix,7597.5,38.23,29.91,72.35,3.18,16.53,1.2,0.5,0.91,37.6,21.92,1,high,0.71,0,Light Rain,65,58.27
6072,2025-06-17,Potato,Loamy,8979.96,68.55,30.82,49.71,21.18,8.74,2.79,0.67,0.83,70.17,0,0,low,0.73,72,Heavy Rain,65,190.2
6073,2025-06-17,Potato,Clay Loam,4336.44,59.03,26.92,54.95,0,9.49,2.87,0.5,0.91,55.89,7.29,0,low,0.83,72,Overcast,65,69.77
6074,2025-06-17,Soybean,Sandy,4311.24,43.39,28.78,48.07,0,5.78,4.3,0.62,0.82,38.68,13.06,0,low,0.72,72,Overcast,55,49.58
6075,2025-06-17,Soybean,Clay,6183.63,44.49,29.43,84.59,12.05,10.54,8.48,0.5,0.86,40.71,11.43,0,low,0.81,72,Heavy Rain,55,35.74
6076,2025-06-17,Soybean,Peat Mix,16232.23,19.59,25.9,50.42,6.9,6.17,3.71,0.51,0.84,17.49,30.01,1,critical,0.83,0,Light Rain,55,170.44
6077,2025-06-17,Soybean,Peat Mix,7459.07,25.29,25.74,40.81,0,5.48,5.88,0.59,0.89,19.22,28.62,1,high,0.81,0,Sunny,55,74.74
6078,2025-06-17,Vegetables,Clay,18693.21,75.34,33.03,51.71,7.23,18.97,3.16,0.73,1.08,72.55,0,0,low,0.83,72,Light Rain,65,491.07
6079,2025-06-17,Vegetables,Clay,8787.18,30.35,30.42,35.58,5.48,13.48,4.6,0.81,0.95,25.66,31.47,1,high,0.7,0,Light Rain,65,96.75
6080,2025-06-17,Vegetables,Peat Mix,5716.39,44.35,29.53,68.03,5.61,18.3,3.43,0.5,0.9,42.45,18.04,0,medium,0.72,72,Light Rain,65,6.29
6081,2025-06-17,Rice,Sandy,1189.2,33.52,23.42,83.4,5.87,16.47,1.19,0.5,1.1,33.99,32.81,1,critical,0.75,0,Light Rain,75,13.65
6082,2025-06-17,Rice,Peat Mix,2468.68,83.01,27.23,84.04,0,20.43,9.58,0.5,1.11,75.12,0,0,low,0.71,72,Partly Cloudy,75,72.63
6083,2025-06-17,Rice,Clay,12704.17,89.28,34.82,35.25,0,7.42,0.57,1.02,1.18,85.13,0,0,low,0.85,72,Partly Cloudy,75,332.6
6084,2025-06-17,Rice,Loamy,18541.22,34.04,26.64,79.31,0,19.71,7.37,0.5,1.13,27.78,37.78,1,critical,0.75,0,Partly Cloudy,75,245.11
6085,2025-06-17,Rice,Peat Mix,8339.72,40.93,30.85,75.91,0,23.51,2.96,0.5,1.2,37.8,29.76,1,high,0.73,0,Clear,75,86.9
6086,2025-06-17,Rice,Clay Loam,1330.85,75.29,34.49,48.42,1.06,24.19,9.74,0.83,1.09,65.23,7.82,0,medium,0.74,72,Light Rain,75,24.26
6087,2025-06-17,Cotton,Sandy Loam,1135.72,46.04,26.08,42.07,0,24.43,8.59,0.59,0.9,37.8,5.76,0,low,0.83,72,Partly Cloudy,45,26.95
6088,2025-06-17,Cotton,Loamy,15070.44,46.59,35.27,49.15,0,10.8,8.1,0.85,0.87,37.97,5.62,0,low,0.85,72,Partly Cloudy,45,176.78
6089,2025-06-17,Cotton,Peat Mix,12008.6,43,31.22,45.08,3.7,8.88,6.01,0.74,0.98,37.1,6.32,0,low,0.85,72,Light Rain,45,119.97
6090,2025-06-18,Wheat,Sandy Loam,4579.92,26.07,27.77,86.85,22.87,11.45,4.83,0.5,0.83,28.1,17.52,1,high,0.74,0,Heavy Rain,50,28.07
6091,2025-06-18,Wheat,Clay,4301.31,60.31,23.31,81.24,0,6.08,1.6,0.5,0.9,59.18,0,0,low,0.82,72,Overcast,50,71.79
6092,2025-06-18,Wheat,Loamy,11815.11,36.89,29.94,74.22,0,18.45,2.87,0.5,0.71,34.44,12.45,0,medium,0.75,72,Clear,50,115.79
6093,2025-06-18,Wheat,Sandy Loam,18821.83,56.23,34.75,63.8,0,19.61,6.75,0.63,0.9,49.59,0.33,0,low,0.83,72,Clear,50,486.92
6094,2025-06-18,Wheat,Sandy,11275.15,61.14,34.09,45.51,0,24.96,0.53,0.85,0.76,58.76,0,0,low,0.74,72,Partly Cloudy,50,266.21
6095,2025-06-18,Tomato,Sandy,6923.14,57.4,30.58,85.06,0,13.33,2.51,0.5,1.07,55.08,7.94,0,low,0.76,72,Sunny,65,112.36
6096,2025-06-18,Tomato,Loamy,11621.68,21.13,29.26,76.23,0,20.69,1.29,0.5,1.09,19.56,36.35,1,critical,0.79,0,Overcast,65,147.83
6097,2025-06-18,Tomato,Clay Loam,4321.81,52.82,27.95,63.28,0,7.35,9.14,0.5,1.05,44.7,16.24,0,medium,0.77,72,Overcast,65,13.79
6098,2025-06-18,Tomato,Sandy,19561.45,51.89,33.35,38.18,7.94,6.08,5.95,0.91,0.97,46.38,14.9,0,medium,0.75,72,Light Rain,65,212.05
6099,2025-06-18,Corn,Peat Mix,10979.37,26.21,29.98,57.61,0,22.76,6.46,0.56,0.82,20.12,27.9,1,critical,0.79,0,Overcast,55,107.27
6100,2025-06-18,Corn,Sandy Loam,17256.2,44.21,25.92,42.23,3.68,24.89,0.33,0.58,0.88,43.56,9.15,0,low,0.76,72,Light Rain,55,350.47
6101,2025-06-18,Corn,Loamy,1232.88,37.99,35.87,48.64,21.4,12.19,8.22,0.88,0.99,34.24,16.61,1,high,0.84,65,Heavy Rain,55,7.16
6102,2025-06-18,Corn,Clay Loam,2310.09,53.91,33.01,45.93,0,13.16,5.47,0.8,0.99,47.28,6.18,0,low,0.77,72,Sunny,55,27.44
6103,2025-06-18,Corn,Clay,16282.49,61.61,31.14,86.57,0,17.14,0.56,0.5,0.87,61.11,0,0,low,0.76,72,Overcast,55,446.63
6104,2025-06-18,Potato,Clay,8943.19,57.38,35.94,79.33,0,7.16,5.21,0.5,0.91,52.66,9.87,0,medium,0.74,72,Clear,65,171.35
6105,2025-06-18,Potato,Sandy,2105.2,25.87,33.09,36.73,0,5.76,1.67,0.92,0.91,21.9,34.48,1,critical,0.72,0,Sunny,65,25.41
6106,2025-06-18,Potato,Sandy,3858.36,28.74,34.36,69.1,0,6.08,1.56,0.55,0.83,26.71,30.63,1,critical,0.75,0,Clear,65,41.36
6107,2025-06-18,Potato,Clay Loam,9640.07,65.48,27.69,54.82,0,24.93,2.93,0.52,0.88,62.24,2.21,0,low,0.85,72,Sunny,65,185.57
6108,2025-06-18,Potato,Clay Loam,4217.66,57.83,32.42,45.84,0,9.12,9.36,0.78,0.8,48.54,13.17,0,medium,0.85,72,Overcast,65,32.56
6109,2025-06-18,Soybean,Peat Mix,16757.44,35.01,33.86,71.08,0,6.53,4.37,0.51,0.77,30.97,19.22,0,medium,0.79,72,Partly Cloudy,55,107.42
6110,2025-06-18,Soybean,Sandy,16154.68,24.4,32.92,84.47,0,15.05,0.94,0.5,0.73,23.62,25.1,1,high,0.7,0,Partly Cloudy,55,142
6111,2025-06-18,Soybean,Clay Loam,12851.1,66.93,32.91,81.91,3.3,3.84,0.82,0.5,0.71,67.02,0,0,low,0.72,72,Light Rain,55,231.06
6112,2025-06-18,Soybean,Clay,2990.88,33.99,24.14,55.33,0,12.97,4.62,0.5,0.84,29.7,20.24,1,high,0.7,72,Overcast,55,21.18
6113,2025-06-18,Soybean,Sandy Loam,14184.48,50.62,32.7,52.47,0,18.02,7.7,0.71,0.71,43.14,9.49,0,low,0.71,72,Sunny,55,258.72
6114,2025-06-18,Soybean,Sandy,6681.57,65.72,28.01,72.52,12,6.55,4.91,0.5,0.78,64.59,0,0,low,0.71,72,Heavy Rain,55,184.75
6115,2025-06-18,Vegetables,Sandy Loam,8876.36,70.69,25.98,38.63,0,2.04,8.92,0.61,0.93,61.99,2.41,0,low,0.81,72,Sunny,65,170.69
6116,2025-06-18,Vegetables,Clay Loam,11049.24,53.13,27.69,75.37,0,8.44,4.48,0.5,1.08,49.07,12.74,0,low,0.73,72,Sunny,65,75.91
6117,2025-06-18,Vegetables,Sandy,7574.58,37.13,28.56,60.71,0,22.15,2.95,0.5,0.97,33.95,24.84,1,high,0.79,0,Partly Cloudy,65,65.82
6118,2025-06-18,Vegetables,Sandy Loam,2851.04,39.15,24.8,85.55,0,23.13,2.68,0.5,0.93,37.17,22.26,1,high,0.74,0,Sunny,65,22.21
6119,2025-06-18,Rice,Sandy,12788.24,36.62,35.63,79.15,21.06,15.48,2.91,0.5,1.16,38.7,29.04,1,high,0.77,0,Heavy Rain,75,129.93
6120,2025-06-18,Rice,Sandy Loam,8869.04,86.6,35.22,60.71,0,24.74,2.09,0.69,1.15,83.01,0,0,low,0.79,72,Overcast,75,197.96
6121,2025-06-18,Rice,Sandy,18097.65,38.43,31.31,53.21,4.1,15.66,2.4,0.65,1.13,35.73,31.42,1,critical,0.81,0,Light Rain,75,199.07
6122,2025-06-18,Rice,Clay Loam,1212.97,40.79,29.21,44.01,0,17.34,8.54,0.68,1.11,31.94,34.45,1,critical,0.73,0,Clear,75,14.63
6123,2025-06-18,Cotton,Clay Loam,18578.34,50.59,24.75,38.53,7.53,10.73,7.47,0.57,0.83,45.22,0,0,low,0.79,72,Light Rain,45,436.41
6124,2025-06-18,Cotton,Clay Loam,5241.92,63.76,30.56,59.89,0,4.35,5.94,0.55,0.98,57.92,0,0,low,0.74,72,Sunny,45,131.62
6125,2025-06-18,Cotton,Peat Mix,8297.85,13.71,32.72,79.18,0,15.15,4.96,0.5,0.85,9.42,28.46,1,critical,0.75,0,Overcast,45,82.65
6126,2025-06-18,Cotton,Peat Mix,13593.32,13.34,33.85,42.53,6.28,2.4,5.28,0.88,0.88,8.34,29.33,1,critical,0.78,0,Light Rain,45,139.6
6127,2025-06-19,Wheat,Loamy,14143.66,33.4,32.1,65.83,0,14.07,9.41,0.53,0.98,24.94,20.05,1,high,0.78,72,Sunny,50,99.29
6128,2025-06-19,Wheat,Sandy,1044.67,58.08,33.39,65.13,0,11.59,8.79,0.57,0.81,50.17,0,0,low,0.83,72,Partly Cloudy,50,23.17
6129,2025-06-19,Wheat,Loamy,7811.96,57.11,28.15,85.75,0,5.12,3.77,0.5,0.74,54.33,0,0,low,0.82,72,Partly Cloudy,50,225.45
6130,2025-06-19,Tomato,Peat Mix,13020.78,43.6,24.43,36.13,0,9.94,7.55,0.58,1.04,35.91,23.27,1,high,0.77,72,Clear,65,105.99
6131,2025-06-19,Tomato,Clay Loam,3241.81,79.64,23.7,35.24,0,24.22,6.5,0.57,1.01,72.89,0,0,low,0.83,72,Sunny,65,76.67
6132,2025-06-19,Tomato,Clay Loam,19145.57,35.05,26.83,52.39,24.89,6.35,8.8,0.52,0.94,33.23,25.42,1,high,0.8,0,Heavy Rain,65,170.4
6133,2025-06-19,Corn,Loamy,4439.98,72.21,27.3,69.13,0,11.26,3.86,0.5,0.82,68.81,0,0,low,0.8,72,Overcast,55,103.32
6134,2025-06-19,Corn,Clay,15470.02,44.87,32.89,61.02,0,3.1,4.28,0.61,0.98,40.14,11.89,0,medium,0.72,72,Sunny,55,74.1
6135,2025-06-19,Corn,Sandy Loam,8238.27,69.9,29.66,60.48,0,15.63,0,0.52,0.95,68.99,0,0,low,0.78,72,Clear,55,205.54
6136,2025-06-19,Corn,Loamy,12979.47,25.89,31.02,62.18,0,20.66,1.87,0.54,0.94,23.43,25.26,1,high,0.77,0,Partly Cloudy,55,114.74
6137,2025-06-19,Corn,Sandy Loam,9640.4,58.97,34.11,38.9,0,17.51,8.74,0.94,0.9,49.33,4.54,0,low,0.71,72,Overcast,55,234.55
6138,2025-06-19,Corn,Clay Loam,7045.18,41.91,26.29,56.51,0,15.61,2.08,0.5,0.83,39.59,12.33,0,medium,0.76,72,Sunny,55,70.03
6139,2025-06-19,Potato,Sandy Loam,3813.06,41.75,29.14,82.25,0,3.13,3.41,0.5,0.93,38.87,20.9,1,high,0.71,0,Sunny,65,27.91
6140,2025-06-19,Potato,Loamy,1252.09,29.59,29.87,88.99,1.51,17.3,2.61,0.5,0.89,27.94,29.65,1,high,0.77,0,Light Rain,65,13
6141,2025-06-19,Potato,Loamy,6879.67,55.36,29,84.55,0,21.74,8.01,0.5,0.82,49.01,12.79,0,medium,0.78,72,Overcast,65,77.67
6142,2025-06-19,Potato,Peat Mix,16807.36,30.03,23.28,70.28,0,16.77,4.49,0.5,0.83,26.34,30.93,1,critical,0.71,0,Clear,65,182.02
6143,2025-06-19,Potato,Clay,8291.14,46.7,28.36,89.25,6.84,2.72,9.4,0.5,0.93,40.99,19.21,1,high,0.76,58,Light Rain,65,55.72
6144,2025-06-19,Soybean,Loamy,10203.54,57.75,35.86,41.7,7.51,20.98,1.09,0.98,0.86,56.1,0,0,low,0.71,72,Light Rain,55,168.87
6145,2025-06-19,Soybean,Clay,8864.31,55.67,35.28,81.57,0,4.91,6.25,0.5,0.71,50.47,3.62,0,low,0.78,72,Partly Cloudy,55,105.93
6146,2025-06-19,Soybean,Clay Loam,7473.06,20.39,33.74,49.03,23.04,8.94,3.31,0.79,0.78,21.75,26.6,1,high,0.72,0,Heavy Rain,55,69.57
6147,2025-06-19,Soybean,Sandy Loam,7434.01,51.74,27.35,84.37,9.97,15.86,9.8,0.5,0.83,46.52,6.78,0,low,0.85,72,Heavy Rain,55,138.72
6148,2025-06-19,Soybean,Clay Loam,12150.63,48.32,25.91,87.67,0,16.97,2.28,0.5,0.8,46.83,6.54,0,low,0.78,72,Clear,55,215.67
6149,2025-06-19,Soybean,Sandy,7643.26,41.7,33.66,71.29,21.76,23.16,4.91,0.5,0.73,42.75,9.8,0,low,0.78,72,Heavy Rain,55,69.63
6150,2025-06-19,Vegetables,Sandy,15971.09,72.29,29.5,45.47,0,15.53,2.76,0.67,0.98,68.33,0,0,low,0.74,72,Clear,65,438.73
6151,2025-06-19,Vegetables,Clay,15365.28,76.62,35.26,77.58,0,14.37,1.45,0.5,1.05,74.71,0,0,low,0.72,72,Clear,65,346.18
6152,2025-06-19,Vegetables,Sandy Loam,6845.71,22.99,28.74,66.85,24.85,19.33,2.27,0.5,0.95,26.77,30.58,1,high,0.77,0,Heavy Rain,65,73.25
6153,2025-06-19,Vegetables,Sandy Loam,18162.41,64.39,27.14,50.66,9.26,21.02,9.31,0.55,1.06,57.97,5.62,0,low,0.74,72,Heavy Rain,65,192.34
6154,2025-06-19,Vegetables,Clay,1598.54,37.01,23.78,44.74,8.5,7.92,9.02,0.5,1.09,30.71,27.43,1,high,0.84,0,Heavy Rain,65,15.35
6155,2025-06-19,Rice,Clay,3013.36,32.92,34.82,70,0,12.28,2.41,0.55,1.12,29.82,36.14,1,critical,0.76,0,Overcast,75,38.12
6156,2025-06-19,Rice,Sandy,2138.49,57.27,29.96,56.84,0,11.08,7.54,0.57,1.15,49.81,20.15,1,high,0.83,0,Sunny,75,15.08
6157,2025-06-19,Rice,Sandy Loam,4809.59,50.92,27.73,67.26,0,19.89,7.47,0.5,1.03,44.29,24.57,1,high,0.82,0,Overcast,75,41.36
6158,2025-06-19,Rice,Sandy Loam,5875.82,38.29,24.61,35.55,0,9.55,8.54,0.59,1.2,29.52,36.38,1,critical,0.85,0,Overcast,75,74.8
6159,2025-06-19,Rice,Sandy,1033.42,87.68,33.63,49.16,3.63,24.61,5.11,0.78,1.04,82.26,0,0,low,0.83,72,Light Rain,75,24.81
6160,2025-06-19,Cotton,Sandy Loam,9361.22,59.89,33.5,61.16,0,21.35,6.5,0.63,0.85,53.52,0,0,low,0.83,72,Overcast,45,208.01
6161,2025-06-19,Cotton,Sandy,17449.11,61.19,24.88,49.75,0,16.07,8.19,0.5,0.97,53.67,0,0,low,0.76,72,Clear,45,319.84
6162,2025-06-19,Cotton,Sandy,12884.45,49.19,33.23,68.62,0,21.33,8.84,0.53,0.85,41.4,2.88,0,low,0.84,72,Partly Cloudy,45,285.26
6163,2025-06-19,Cotton,Clay Loam,16343.83,46.59,23.97,82.69,0,24.31,6.56,0.5,0.99,41.39,2.89,0,low,0.71,72,Sunny,45,393.89
6164,2025-06-19,Cotton,Peat Mix,4732.73,48.21,30.67,52.18,19.19,7.43,6.98,0.64,0.96,45.92,0,0,low,0.83,72,Heavy Rain,45,116.09
6165,2025-06-19,Cotton,Clay,3524.48,39.32,26.16,35.1,23.37,23.83,4.43,0.65,0.87,39.95,4.04,0,low,0.71,72,Heavy Rain,45,61.96
6166,2025-06-20,Wheat,Peat Mix,15030.69,37.56,29.4,38.68,6.84,24.58,3.69,0.74,0.98,34.21,12.63,0,medium,0.72,72,Light Rain,50,75.45
6167,2025-06-20,Wheat,Peat Mix,7681.76,47.64,24.87,41.74,0,22.81,2.05,0.55,0.92,44.74,4.21,0,low,0.73,72,Sunny,50,159.32
6168,2025-06-20,Wheat,Clay,14849.36,28.73,32.97,64.91,0,2.88,5.67,0.56,0.74,23.45,21.24,1,high,0.83,0,Clear,50,110.33
6169,2025-06-20,Wheat,Sandy,11585.81,22.06,34.41,60.8,0,6.42,5.16,0.66,0.73,16.83,26.54,1,critical,0.83,0,Partly Cloudy,50,107.63
6170,2025-06-20,Tomato,Clay,9163.12,22.92,32.9,46.09,0,4.15,5.18,0.79,1.03,16.47,38.82,1,critical,0.84,0,Overcast,65,124.53
6171,2025-06-20,Tomato,Clay Loam,7116.88,27.8,32.89,39.18,14.65,16.93,9.05,0.88,1.01,21.54,34.77,1,critical,0.82,0,Heavy Rain,65,86.61
6172,2025-06-20,Tomato,Clay Loam,17102.35,41.12,33.4,62.14,11.46,14.4,2.28,0.61,1.03,40.78,19.38,0,medium,0.71,31,Heavy Rain,65,157.17
6173,2025-06-20,Tomato,Sandy Loam,3226.37,44.04,29.61,74.34,0,9.63,8.42,0.5,0.9,36.93,22.46,1,high,0.85,72,Clear,65,25.36
6174,2025-06-20,Corn,Clay,3389.45,37.89,32.37,50.48,5.56,4.8,9.63,0.72,0.83,29.98,20.02,1,high,0.7,72,Light Rain,55,23.76
6175,2025-06-20,Corn,Peat Mix,10220.79,50.53,24.59,44.78,0,20,8.18,0.52,0.95,42.86,9.71,0,low,0.78,72,Sunny,55,127.35
6176,2025-06-20,Corn,Clay Loam,13007.23,27.38,29.79,78.32,0,17.06,9.12,0.5,0.95,19.76,28.19,1,critical,0.73,0,Overcast,55,128.38
6177,2025-06-20,Potato,Peat Mix,2550.61,24.34,31.61,87.38,0,16.7,1.09,0.5,0.89,23.4,33.28,1,critical,0.73,0,Sunny,65,29.71
6178,2025-06-20,Potato,Loamy,1172.85,24.95,32.52,86.29,0,4.79,3.35,0.5,0.92,22.08,34.34,1,critical,0.72,0,Overcast,65,14.1
6179,2025-06-20,Potato,Clay Loam,8581.59,74.31,28.07,84.11,11.25,8.52,4.7,0.5,0.93,73.32,0,0,low,0.79,72,Heavy Rain,65,132.67
6180,2025-06-20,Soybean,Sandy,17006.42,39.09,24.64,86.69,0,13.64,0.64,0.5,0.83,38.91,12.87,0,low,0.74,72,Partly Cloudy,55,73.81
6181,2025-06-20,Soybean,Clay Loam,3512.49,56.77,29.02,58.8,10.34,24.61,0.74,0.52,0.77,58.07,0,0,low,0.72,72,Heavy Rain,55,76.75
6182,2025-06-20,Soybean,Loamy,14516.85,42.63,33.79,43.81,0,15.26,9.16,0.86,0.79,33.23,17.42,0,medium,0.72,72,Overcast,55,138.49
6183,2025-06-20,Soybean,Clay Loam,10324.49,24.99,30.54,63.96,0,3.21,0.12,0.51,0.87,24.18,24.66,1,high,0.81,0,Overcast,55,89.1
6184,2025-06-20,Soybean,Clay Loam,3421.77,49.5,29.81,82.35,6.1,9.2,2.66,0.5,0.86,48.8,4.96,0,low,0.79,72,Light Rain,55,80.55
6185,2025-06-20,Soybean,Clay,18289.29,33.05,32.08,55.92,3.92,7.31,5.82,0.65,0.7,28.32,21.34,1,high,0.76,72,Light Rain,55,136.62
6186,2025-06-20,Vegetables,Clay,6591.54,60.24,31.2,53.71,0,23.04,7.66,0.64,0.95,52.64,9.89,0,low,0.74,72,Overcast,65,126.69
6187,2025-06-20,Vegetables,Sandy Loam,4795.16,22.12,27.13,38.92,0,6.13,4.13,0.65,1.06,16.91,38.47,1,critical,0.73,0,Sunny,65,64.54
6188,2025-06-20,Vegetables,Sandy,16505.51,22.24,32.06,58.68,0,13.31,7.14,0.61,0.98,15.19,39.85,1,critical,0.74,0,Sunny,65,230.25
6189,2025-06-20,Vegetables,Clay Loam,15090.08,34.59,30.34,38.76,0,14.78,6.63,0.77,0.92,27.16,30.27,1,high,0.71,0,Sunny,65,159.8
6190,2025-06-20,Vegetables,Sandy,19191.95,77.45,35.72,40.84,0,15.47,6.87,0.99,1.05,68.8,0,0,low,0.84,72,Partly Cloudy,65,293.83
6191,2025-06-20,Rice,Peat Mix,5409.16,67.89,31.85,86.43,21.53,17.96,9.08,0.5,1.09,65.65,7.48,0,medium,0.83,72,Heavy Rain,75,58.09
6192,2025-06-20,Rice,Sandy Loam,19838.57,87.04,27.4,38.58,7.97,16.22,1.75,0.66,1.1,85.6,0,0,low,0.73,72,Light Rain,75,565.8
6193,2025-06-20,Rice,Sandy,4443.81,81.84,33.07,59.97,0,5.1,7.79,0.63,1.12,73.99,0.81,0,low,0.74,72,Overcast,75,103.5
6194,2025-06-20,Rice,Sandy Loam,17265.13,45.01,34.11,76.38,0,12.06,0.76,0.5,1.02,43.71,25.03,1,high,0.79,0,Sunny,75,151.24
6195,2025-06-20,Cotton,Sandy,9236.86,13.81,35.48,66.1,0,17.73,3.91,0.62,0.92,9.46,28.43,1,critical,0.73,0,Overcast,45,91.91
6196,2025-06-20,Cotton,Sandy,4390.16,60.92,30.71,74.18,22.61,23.11,3.2,0.5,0.97,63.49,0,0,low,0.74,72,Heavy Rain,45,69.72
6197,2025-06-20,Cotton,Sandy Loam,2504.49,54.96,35.83,71.7,23.82,16.6,8.37,0.55,0.93,53.3,0,0,low,0.82,72,Heavy Rain,45,46.46
6198,2025-06-20,Cotton,Clay,6380.18,18.6,30.22,76.27,2.38,13.99,1.95,0.5,0.85,17.35,22.12,1,high,0.78,0,Light Rain,45,49.38
6199,2025-06-20,Cotton,Sandy Loam,4904.51,39.39,31.28,68.65,8.19,2.53,4.3,0.5,0.91,37.36,6.11,0,low,0.79,72,Heavy Rain,45,78.28
6200,2025-06-20,Cotton,Clay,5013.34,53.33,29.73,35.59,4.3,21.39,1.03,0.78,0.89,51.43,0,0,low,0.84,72,Light Rain,45,139.57
6201,2025-06-21,Wheat,Loamy,13717.42,24.58,29.55,80.38,11.06,24.06,0.81,0.5,0.9,26.51,18.79,1,high,0.82,0,Heavy Rain,50,90.26
6202,2025-06-21,Wheat,Peat Mix,10994.61,67.67,24.38,73.28,9.21,20.45,6.24,0.5,0.75,65.02,0,0,low,0.8,72,Heavy Rain,50,301.47
6203,2025-06-21,Wheat,Peat Mix,5803.04,24.46,25.99,47.34,4.23,6.01,9.07,0.54,0.78,17.33,26.14,1,critical,0.83,0,Light Rain,50,53.1
6204,2025-06-21,Tomato,Peat Mix,3346.76,61.9,33.64,69.07,0,18.61,4.1,0.53,0.96,57.74,5.81,0,low,0.85,72,Sunny,65,77.54
6205,2025-06-21,Tomato,Sandy Loam,7373.85,37.93,25.72,43.08,0,4.07,7.3,0.57,1.02,30.65,27.48,1,high,0.74,0,Clear,65,70.94
6206,2025-06-21,Tomato,Loamy,14054.92,73,26.38,57.45,7.95,5.02,3.82,0.5,1.05,71.02,0,0,low,0.74,72,Light Rain,65,388.62
6207,2025-06-21,Tomato,Clay,15901.18,37.5,35,67.86,0,22.03,8.73,0.58,0.95,29.42,28.46,1,high,0.75,0,Clear,65,158.38
6208,2025-06-21,Tomato,Clay Loam,11640.2,74.31,34.54,88.26,1.52,24.01,2.69,0.5,1.09,72.1,0,0,low,0.71,72,Light Rain,65,311.72
6209,2025-06-21,Tomato,Peat Mix,19040.45,24.05,32.26,56.64,0,21.52,6.31,0.64,0.96,17.55,37.96,1,critical,0.76,0,Clear,65,253.05
6210,2025-06-21,Corn,Peat Mix,12312.13,67.89,23.28,37.06,0,24.54,8.52,0.54,0.93,59.77,0,0,low,0.78,72,Clear,55,236.52
